commenter,commenter_city,content,sentiment
f*6,湖南,我们在这里度过了一个美好的假期，这个城市的美景和历史深深地吸引了我们。我们的住宿非常舒适，员工们也非常友善和热情。我们一定会再来这里旅行。,积极
去*户,湖南,这是一次非常愉快的旅行，我们欣赏到了这个城市的风景和文化遗产。非常感谢我们的导游，他非常专业和热情，让我们的旅程更加完美。,积极
去*户,陕西,收货满满的一天虽然暑期人多，但在导游的引领下看到很全面，导游讲解很到位，知识丰富引经据典，感觉对西安的了解更立体了,积极
去*户,陕西,兰导非常负责，整个行程也都很好。虽然天气很热，但是整个行程还是很满意的。12.12的实景演出还是值得看一下的,积极
去*户,陕西,推荐推荐，孙岛讲解的很细致。很贴心。这趟旅程学到了很多知识，很开心，每次中转司机师傅空调都很给力！炎炎夏日增加了更多凉爽，不错的一次体验！,积极
去*户,陕西,完全超出我的预期 一直挺抗拒跟团的，碰到的人员大多应付，这次的孙导，细心周到，讲解专业到位，妙趣横生，必须点赞👍 有机会推荐更多的朋友跟孙导游兵马俑，华清宫，感谢导游，司机的用心服务,积极
去*户,陕西,蒲公英是我见过很靠谱的导游了，专业知识很强，孩子都能通俗易懂，天气虽然炎热，但是很照顾团上每一位团友，值得推荐很选择，司机师傅也很好，提前开空调！整个行程很满意！,积极
去*户,陕西,兰导很负责，讲解也不错，整个行程特别充实，没有任何多余的活动以及收费，全程和详情写的流程一模一样，特别满意,积极
去*户,陕西,报之前心里非常忐忑，上车之后就心安了，蒲导游非常有亲和力，一天的行程下来安排的妥妥的，没有强制性的推销，自愿报了复活军团，小朋友很喜欢，,消极
去*户,陕西,高导游带我们去了西安事变历史馆、华清池、兵马佣。中午安排了午餐。高导游很细心、认真、负责。讲解的也很有趣，服务很周到。没隔多久就会点名担心落单。,积极
去*户,陕西,吴导她很用心，各方面都考虑周到，不光带着游玩的路线合理，还根据自己的经验给推荐之后的游玩路线，谢谢吴导～👏👏,积极
去*户,陕西,挺好不错，导游人很好，讲解很仔细,积极
去*户,陕西,张虎导游讲解专业，知识面广，行程安排很合理。大家知道了不少西安事变和兵马俑的知识，好评！车牌8978的师傅开车稳当，一天下来安排紧凑，开心出发满意而归！,积极
去*户,陕西,张奔导游的专业知识丰富，并且热情耐心地为我们讲解景点的历史和文化，使我们对当地更加了解，安排的行程紧凑有序，合理安排时间，让我们能够充分游览每个景点，尽享旅行的乐趣。,积极
去*户,陕西,浩浩导游特棒，讲解特别详细，很有耐心，人也热情，帮助我们少走弯路，下次旅游还会找他，也会推荐给朋友，( ﹡ˆoˆ﹡ )òᆺó(*σ´∀`)σ,积极
去*户,陕西,浩浩教练讲的非常详细，重温了历史呢。一天看了华清宫+西安兵马俑，还看了西安事变演出+复活军团，行程满满当当，很满意呢,积极
去*户,陕西,司机师傅：热情，服务态度很好 导游：讲解详细，不错，很热情 ヽ(｡･ω･｡)ﾉ这次行程特别充实❤️❤️❤️,积极
去*户,陕西,小高导游很热情，讲解很细致，线路安排合理，还送了小礼物作为纪念品，团餐也不错，饺子宴吃的很饱，强烈推荐,积极
去*户,陕西,导游讲解挺好的，但是团队有点大，耳机的范围只有5米，经常被人流冲散，耳朵没有声音了。我们是先去的丽山，然后去的兵马俑，前者面积非常大，如果有老人小孩要上去的时候就买电瓶车，否则只能步行上去步行下来在山顶不可以购买车票。兵马俑讲解的顺序是1号坑3号坑4号坑2号坑，还是非常让人惊叹的，忍不住赞美老祖宗的智慧,积极
去*户,陕西,我家定了2大1小的行程，司机张师父提前沟通了，非常热情，为人非常好，沟通顺畅，各种为我们着想！ 导游魏老师讲解认真，历史积累非常深厚，全程讲了3.5-4小时。,积极
去*户,陕西,司机张师父非常热情，为人非常好，沟通顺畅，各种为我们着想！导游魏老师讲解认真，历史积累非常深厚，全程讲了3.5-4小时。,积极
i*1,陕西,长安说肖遥讲解，全程贴心服务。大巴车8480行程稳当。,积极
去*户,江苏,特别赞的行程安排，全程纯玩，没有那种购物推荐。很愉悦的气氛，兵马俑带给我的快乐，满意,积极
去*户,重庆,领取讲解需要交218押金，之后要扣除18块的讲解费，这个购买说明里写赠送讲解，实际还是需要另外购买讲解的。30人团人工讲解,消极
潘*东,陕西,玩的开心  西安旅游可以 没有购物,积极
5*M,陕西,张奔导游人非常好，和我们聊的非常开心，非常的贴心，给了我们很好的旅行建议和意见，给我们拍照拍的也非常耐心拍的也好，还教我摆姿势，特别有意思！一路上说说笑笑的，时刻都提醒我们有事打电话告诉我们要早点休息，张奔导游人真的不错！非常真实！大家定的时候要点张奔导游！值得推荐！路线规划：非常贴心，给了我们很好的路线规划和建议！大家快来定张奔导游的准时性：非常准时服务态度：服务态度非常好，张奔导游很温暖，非常贴心面面俱到啥哈想的都很仔细,积极
长*路,陕西,今天跟着娜花团的娜娜旅行了一天，听了一天关于西安的故事。每一个景点都有历史故事，很充实很丰富。娜娜的讲解很生动和富有亲和力。非常好的一天的体验。强力推荐，不虚此行。,积极
去*户,辽宁,家庭出游，老人小孩都有，我们是一行8人，因此报团。跟团还是少操很多心的，跟着导游安排的行程，一路跟着走走看看就行了，主要是感受西安旅游。体验还是很好的,积极
去*户,陕西,折雨欣导游简直太棒了！像百科全书一样，啥都知道。跟着她走，感觉就像有了个超级贴心的朋友，啥都不用操心。真心推荐，下次旅行还想找她带队！,积极
去*户,陕西,强烈推荐张倩楠导游，热情，活泼，超级爱！带领团队超级有一套，有能力的超强宝妈，照顾团队的老弱幼儿，非常细心！ 热爱工作，领队有序，愿你在你热爱的领域一路生花 ～,积极
去*户,陕西,这次带孩子们过来，高导很细心，讲解也很耐心，孩子们学到了很多知识点，今天最喜欢兵马俑这块，以后会多给身边亲朋好友推荐,积极
去*户,陕西,小蒲导游十分专业，对各大景点十分熟悉，解说有的放矢，高效带团度过一日游～没有什么强制消费，一切自愿，服务周到舒适，旅游体验很好！,积极
去*户,陕西,行程合理，贾琛导游服务细致，有耐心，讲解到位有重点，风趣幽默，强烈推荐来西安旅游找小贾。👍👍👍👍👍3983的大巴师傅服务周到。👍👍,积极
去*户,陕西,导游小贾很热心，讲解专业，和孩子互动好，值得点赞！3983司机服务到位，提前开好空调，上车就很凉爽，体验感极佳！,积极
去*户,陕西,今天一天安排的行程非常顺利，折导人很好，给我们推荐了好多吃的玩的，讲解思路清晰，也带孩子看了演出，对历史有了新的了解，孩子也很开心，下次有机会，在选择来西安游玩，小团还是省心很多，很推荐！,积极
去*户,浙江,很不错，导游讲解很细。自费项目西安事变很可以，但是表演个人不怎么感兴趣。整体很不错。很好的回忆,积极
v*5,重庆,必须差评！买了五个大人的票，随行一个小朋友想租一个麦都还收了18元费用！600的押金。进去景区联系上一个男的工作人员，结果又让在旁边等了半个多小时，实在因为后面还有别的安排去问什么时候可以开始，结果给扔给一个女的带的团，那个女讲解姓宫，带着团里那一帮人乌泱泱就往前冲，我们一行6人，两个老人一个孩子在后面追都追不上，我紧跑着追上她喊她慢点，她还委屈巴巴的罢工了，不让人说话，又换了另外个女讲解来才开始进一号坑开始游览，接着二号三号坑游览完就给带到卖玉的柜台去了。要不是我前两年来过都不会知道她根本没带我们全部走完，有个兵马俑的展厅这次跟家人一起都没有看到！就这么结束了兵马俑景点的参观，整个体验简直太差了！！！,消极
c*0,重庆,全程跟的陈旭导游，非常耐心等候并且讲解详细，超级用心的服务，强烈推荐！坐的车是8841，也狠nice，很舒服，尤其是累的要死的时候,积极
轻*舞,陕西,西安赵道解说风趣幽默，非常有知识涵养，介绍兵马俑和华清池时非常有条理性！让大家梦回秦朝，梦回大唐的感觉。,积极
c*1,陕西,兰导讲解的很好，今天带小朋友玩，虽然热，但很值得,积极
w*1,陕西,今天玩的很好，兰导游很负责，解说很有趣味,积极
o*6,陕西,美女靳林导游妹妹热情似火，讲解思路清晰，深度体会到华清宫、西安事变、城墙、兵马俑等文化熏陶，受益匪浅！[强]由于我要赶火车特殊情况，靳林导游妹妹特意提前给我安排了返程车，解决了我这个外地人燃眉之急，再次感谢！🙏本次一日游旅程感受到西安历史文化深远！更体会到西安人的热情！西安旅程非常完美，开心😃❤,积极
d*2,陕西,行程安排紧凑合理，小赵导游认真负责，讲解专业，无任何购物行程，是一次愉快的出行体验，兵马俑很震撼,积极
去*户,陕西,华清宫兵马俑一日游，体验感很棒，小贾导游很专业，讲解了很多，让我们对历史有了更多的了解，果然是需要三分看，七分听，不虚此行！,积极
去*户,陕西,偷得浮生一日闲 一睹大唐盛世颜 感谢小雷导游的陪伴和带领 让大家充分利用了有限时间 同时获得最佳的观赏体验 而且会关注到每一个成员 尽量满足每一位游客的需求 也很耐心！确实不虚此行！还有好多照片就不一一发啦 极力推荐！,积极
